1703	268	57	1701.68
1704	269	58	1702.7
1705	270	58	1703.4
1708	271	57	1706.71
1709	272	57	1707.22
1709	273	58	1707.56
1710	274	57	1708.45
1714	275	80	1713.09
1716	276	186	1714.99
1717	277	117	1715.67
1717	278	34	1715.96
1717	279	80	1716.31
1718	280	80	1716.42
1718	281	80	1716.42
1718	282	80	1716.69
1718	283	80	1717.61
1719	284	177	1717.65
1719	285	111	1717.76
1719	286	197	1718.31
1720	287	203	1718.37
1720	288	228	1718.74
1720	289	113	1718.77
1720	290	193	1719.02
1721	291	209	1719.06
1721	292	186	1720.07
1722	293	176	1720.08
1722	294	191	1720.56
1722	295	206	1720.64
1722	296	80	1720.78
1722	297	139	1720.82
1722	298	178	1720.94
1722	299	80	1721.26
1723	300	200	1721.27
1723	301	189	1721.74
1723	302	173	1722
1726	303	80	1724.07
1726	304	203	1724.24
1726	305	80	1725.22
1729	306	113	1728.01
1730	307	117	1728.12
1732	308	180	1730.65
1732	309	193	1731.2
1736	310	125	1734.35
1741	311	159	1740.5
1742	312	125	1741.43
1743	313	185	1741.54
1744	314	117	1743.51
1750	315	178	1748.42
1751	316	204	1749.13
1752	317	173	1751.09
1754	318	193	1752.48
1754	319	159	1752.87
1754	320	80	1753.68
1756	321	188	1755.49
1757	322	249	1756.04
1758	323	118	1756.07
1763	324	179	1761.79
1804	325	223	1803.46
1833	326	203	1831.89
1835	327	111	1833.92
1844	328	177	1843.78
1846	329	118	1845.4
1848	330	125	1846.73
1859	331	139	1858.18
1875	332	173	1873.36
1887	333	214	1885.7
1887	334	172	1885.93
1888	335	199	1887.06
1900	336	194	1898.98
1921	337	171	1919.85
1931	338	222	1930.23
1955	339	159	1953.24
1957	340	218	1955.58
1969	341	179	1968.88
1976	342	177	1974.68
1982	343	125	1981.2
1999	344	189	1997.6
2024	345	118	2022.61
2092	346	125	2090.28
2094	347	139	2092.99
2103	348	178	2102.56
2151	349	176	2149.67
