hr,regime_type
2141,BDR
2142,BDR
2143,BDR
2144,BDR
2145,BDR
2146,BDR
2147,BDR
2148,BDR
2149,BDR
2150,BDR
2151,BDR
2152,BDR
2153,BDR
2154,BDR
2155,BDR
2156,BDR
2157,BDR
2158,BDR
2159,BDR
2160,BDR
2161,BDR
2162,BDR
2163,BDR
2164,BDR
2165,BDR
2166,BDR
2167,BDR
2168,BDR
2169,BDR
2170,BDR
2171,BDR
2172,BDR
2173,BDR
2174,BDR
2175,BDR
2176,BDR
2177,BDR
2178,BDR
2179,BDR
2180,BDR
2181,BDR
2182,BDR
2183,BDR
2184,BDR
2185,BDR
2186,BDR
2187,BDR
2188,BDR
2189,BDR
2190,BDR
2191,BDR
2192,BDR
2193,BDR
2194,BDR
2195,BDR
2196,BDR
2197,BDR
2198,BDR
2199,BDR
2200,BDR
2201,BDR
2202,BDR
2203,BDR
2204,BDR
2205,BDR
2206,BDR
2207,BDR
2208,BDR
2209,BDR
2210,BDR
2211,BDR
2212,BDR
2213,BDR
2214,BDR
2215,BDR
2216,BDR
2217,BDR
2218,BDR
2219,BDR
2220,BDR
2221,BDR
2222,BDR
2223,BDR
2224,BDR
2225,BDR
2226,BDR
2227,BDR
2228,BDR
2229,BDR
2230,BDR
2231,BDR
2232,BDR
2233,BDR
2234,BDR
2235,BDR
2236,BDR
2237,BDR
2238,BDR
2239,BDR
2240,BDR
2241,BDR
2242,BDR
2243,BDR
2244,BDR
2245,BDR
2246,BDR
2247,BDR
2248,BDR
2249,BDR
2250,BDR
2251,BDR
2252,BDR
2253,BDR
2254,BDR
2255,BDR
2256,BDR
2257,BDR
2258,BDR
2259,BDR
2260,BDR
2261,BDR
2262,BDR
2263,BDR
2264,BDR
2265,BDR
2266,BDR
2267,BDR
2268,BDR
2269,BDR
2270,BDR
2271,BDR
2272,BDR
2273,BDR
2274,BDR
2275,BDR
2276,BDR
2277,BDR
2278,BDR
2279,BDR
2280,BDR
2281,BDR
2282,BDR
2283,BDR
2284,BDR
2285,BDR
2286,BDR
2287,BDR
2288,BDR
2289,BDR
2290,BDR
2291,BDR
2292,BDR
2293,BDR
2294,BDR
2295,BDR
2296,BDR
2297,BDR
2298,BDR
2299,BDR
2300,BDR
2301,BDR
2302,BDR
2303,BDR
2304,BDR
2305,BDR
2306,BDR
2307,BDR
2308,BDR
2309,BDR
2310,BDR
2311,BDR
2312,BDR
2313,BDR
2314,BDR
2315,BDR
2316,BDR
2317,BDR
2318,BDR
2319,BDR
2320,BDR
2321,BDR
2322,BDR
2323,BDR
2324,BDR
2325,BDR
2326,BDR
2327,BDR
2328,BDR
2329,BDR
2330,BDR
2331,BDR
2332,BDR
2333,BDR
2334,BDR
2335,BDR
2336,BDR
2337,BDR
2338,BDR
2339,BDR
2340,BDR
2341,BDR
2342,BDR
2343,BDR
2344,BDR
2345,BDR
2346,BDR
2347,BDR
2348,BDR
2349,BDR
2350,BDR
2351,BDR
2352,BDR
2353,BDR
2354,BDR
2355,BDR
2356,BDR
2357,BDR
2358,BDR
2359,BDR
2360,BDR
2361,BDR
2362,BDR
2363,BDR
2364,BDR
2365,BDR
2366,BDR
2367,BDR
2368,BDR
2369,BDR
2370,BDR
2371,BDR
2372,BDR
2373,BDR
2374,BDR
2375,BDR
2376,BDR
2377,BDR
2378,BDR
2379,BDR
2380,BDR
2381,BDR
2382,BDR
2383,BDR
2384,BDR
2385,BDR
2386,BDR
2387,BDR
2388,BDR
2389,BDR
2390,BDR
2391,BDR
2392,BDR
2393,BDR
2394,BDR
2395,BDR
2396,BDR
2397,BDR
2398,BDR
2399,BDR
2400,BDR
2401,BDR
2402,BDR
2403,BDR
2404,BDR
2405,BDR
2406,BDR
2407,BDR
2408,BDR
2409,BDR
2410,BDR
2411,BDR
2412,BDR
2413,BDR
2414,BDR
2415,BDR
2416,BDR
2417,BDR
2418,BDR
2419,BDR
2420,BDR
2421,BDR
2422,BDR
2423,BDR
2424,BDR
2425,BDR
2426,BDR
2427,BDR
2428,BDR
2429,BDR
2430,BDR
2431,BDR
2432,BDR
2433,BDR
2434,BDR
2435,BDR
2436,BDR
2437,BDR
2438,BDR
2439,BDR
2440,BDR
2441,BDR
2442,BDR
2443,BDR
2444,BDR
2445,BDR
2446,BDR
2447,BDR
2448,BDR
2449,BDR
2450,BDR
2451,BDR
2452,BDR
2453,BDR
2454,BDR
2455,BDR
2456,BDR
2457,BDR
2458,BDR
2459,BDR
2460,BDR
2461,BDR
2462,BDR
2463,BDR
2464,BDR
2465,BDR
2466,BDR
2467,BDR
2468,BDR
2469,BDR
2470,BDR
2471,BDR
2472,BDR
2473,BDR
2474,BDR
2475,BDR
2476,BDR
2477,BDR
2478,BDR
2479,BDR
2480,BDR
2481,BDR
2482,BDR
2483,BDR
2484,BDR
2485,BDR
2486,BDR
2487,BDR
2488,BDR
2489,BDR
2490,BDR
2491,BDR
2492,BDR
2493,BDR
2494,BDR
2495,BDR
2496,BDR
2497,BDR
2498,BDR
2499,BDR
2500,BDR
2501,BDR
2502,BDR
2503,BDR
2504,BDR
2505,BDR
2506,BDR
2507,BDR
2508,BDR
2509,BDR
2510,BDR
2511,BDR
2512,BDR
2513,BDR
2514,BDR
2515,BDR
2516,BDR
2517,BDR
2518,BDR
2519,BDR
2520,BDR
2521,BDR
2522,BDR
2523,BDR
2524,BDR
2525,BDR
2526,BDR
2527,BDR
2528,BDR
2529,BDR
2530,BDR
2531,BDR
2532,BDR
2533,BDR
2534,BDR
2535,BDR
2536,BDR
2537,BDR
2538,BDR
2539,BDR
2540,BDR
2541,BDR
2542,BDR
2543,BDR
2544,BDR
2545,BDR
2546,BDR
2547,BDR
2548,BDR
2549,BDR
2550,BDR
2551,BDR
2552,BDR
2553,BDR
2554,BDR
2555,BDR
2556,BDR
2557,BDR
2558,BDR
2559,BDR
2560,BDR
2561,BDR
2562,BDR
2563,BDR
2564,BDR
2565,BDR
2566,BDR
2567,BDR
2568,BDR
2569,BDR
2570,BDR
2571,BDR
2572,BDR
2573,BDR
2574,BDR
2575,BDR
2576,BDR
2577,BDR
2578,BDR
2579,BDR
2580,BDR
2581,BDR
2582,BDR
2583,BDR
2584,BDR
2585,BDR
2586,BDR
2587,BDR
2588,BDR
2589,BDR
2590,BDR
2591,BDR
2592,BDR
2593,BDR
2594,BDR
2595,BDR
2596,BDR
2597,BDR
2598,BDR
2599,BDR
2600,BDR
2601,BDR
2602,BDR
2603,BDR
2604,BDR
2605,BDR
2606,BDR
2607,BDR
2608,BDR
2609,BDR
2610,BDR
2611,BDR
2612,BDR
2613,BDR
2614,BDR
2615,BDR
2616,BDR
2617,BDR
2618,BDR
2619,BDR
2620,BDR
2621,BDR
2622,BDR
2623,BDR
2624,BDR
