timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
2566 2565.55 147 2 316228 0.839819 108.061 7.55862 0.763693
2567 2566.55 147 2 316228 0.815274 108.061 7.59238 0.763594
2568 2567.55 147 2 316228 0.791507 108.061 7.62564 0.763495
2569 2568.55 147 2 316228 0.768491 108.061 7.65837 0.763395
2570 2569.55 147 2 316228 0.746201 108.061 7.69054 0.763294
2571 2570.55 147 2 316228 0.724614 108.061 7.72211 0.763193
2572 2571.55 147 2 316228 0.703706 108.061 7.75303 0.763092
2573 2572.55 147 2 316228 0.683454 108.061 7.78328 0.76299
2574 2573.55 147 2 316228 0.663837 108.061 7.81282 0.762888
2575 2574.55 147 2 316228 0.644834 108.061 7.8416 0.762785
2576 2575.55 147 2 316228 0.626424 108.061 7.86959 0.762682
2577 2576.55 147 2 316228 0.608588 108.061 7.89675 0.762579
2578 2577.55 147 2 316228 0.591306 108.061 7.92305 0.762475
2579 2578.55 147 2 316228 0.574561 108.061 7.94844 0.762371
2580 2579.55 147 2 316228 0.558335 108.061 7.9729 0.762266
2581 2580.55 147 2 316228 0.542611 108.061 7.99639 0.762161
2582 2581.55 147 2 316228 0.527372 108.061 8.01887 0.762056
2583 2582.55 147 2 316228 0.512602 108.061 8.04032 0.76195
2584 2583.55 147 2 316228 0.498287 108.061 8.06069 0.761844
2585 2584.55 147 2 316228 0.48441 108.061 8.07996 0.761738
2586 2585.55 147 2 316228 0.470958 108.061 8.0981 0.761632
2587 2586.55 147 2 316228 0.457918 108.061 8.11508 0.761525
2588 2587.55 147 2 316228 0.445274 108.061 8.13088 0.761418
2589 2588.55 147 2 316228 0.433016 108.061 8.14546 0.761311
2590 2589.55 147 2 316228 0.421129 108.061 8.15881 0.761204
2591 2590.55 147 2 316228 0.409603 108.061 8.1709 0.761096
2592 2591.55 147 2 316228 0.398424 108.061 8.18171 0.760988
2593 2592.55 147 2 316228 0.387583 108.061 8.19123 0.76088
2594 2593.55 147 2 316228 0.377068 108.061 8.19944 0.760773
2595 2594.55 147 2 316228 0.366869 108.061 8.20632 0.760664
2596 2595.55 147 2 316228 0.356975 108.061 8.21186 0.760556
2597 2596.55 147 2 316228 0.347376 108.061 8.21606 0.760448
2598 2597.55 147 2 316228 0.338064 108.061 8.2189 0.76034
2599 2598.55 147 2 316228 0.329029 108.061 8.22038 0.760231
2600 2599.55 147 2 316228 0.320262 108.061 8.2205 0.760123
2601 2600.55 147 2 316228 0.311754 108.061 8.21925 0.760015
2602 2601.55 147 2 316228 0.303497 108.061 8.21664 0.759906
2603 2602.55 147 2 316228 0.295484 108.061 8.21267 0.759798
2604 2603.55 147 2 316228 0.287706 108.061 8.20735 0.75969
2605 2604.55 147 2 316228 0.280156 108.061 8.20068 0.759582
2606 2605.55 147 2 316228 0.272826 108.061 8.19268 0.759474
2607 2606.55 147 2 316228 0.265711 108.061 8.18336 0.759366
2608 2607.55 147 2 316228 0.258802 108.061 8.17272 0.759258
2609 2608.55 147 2 316228 0.252094 108.061 8.1608 0.75915
2610 2609.55 147 2 316228 0.24558 108.061 8.1476 0.759042
2611 2610.55 147 2 316228 0.239254 108.061 8.13315 0.758935
2612 2611.55 147 2 316228 0.23311 108.061 8.11747 0.758828
2613 2612.55 147 2 316228 0.227143 108.061 8.10059 0.758721
2614 2613.55 147 1 316228 0.12462 108.061 8.08252 0.748219
2615 2614.55 147 1 316228 0.122415 108.061 4.07236 0.748219
2616 2615.55 147 1 316228 0.12025 108.061 4.07236 0.748219
2617 2616.55 147 1 316228 0.118122 108.061 4.07236 0.748219
2618 2617.55 147 1 316228 0.116033 108.061 4.07236 0.748219
2619 2618.55 147 1 316228 0.11398 108.061 4.07236 0.748219
2620 2619.55 147 1 316228 0.111964 108.061 4.07236 0.748219
2621 2620.55 147 1 316228 0.109983 108.061 4.07236 0.748219
2622 2621.55 147 1 316228 0.108038 108.061 4.07236 0.748219
2623 2622.55 147 1 316228 0.106126 108.061 4.07236 0.748219
2624 2623.55 147 1 316228 0.104249 108.061 4.07236 0.748219
2625 2624.55 147 1 316228 0.102405 108.061 4.07236 0.748219
2626 2625.55 147 1 316228 0.100593 108.061 4.07236 0.748219
2627 2626.55 147 0 316228 0 108.061 4.07236 0
2628 2627.55 147 0 316228 0 108.061 -nan 0
2629 2628.55 147 0 316228 0 108.061 -nan 0
2630 2629.55 147 0 316228 0 108.061 -nan 0
2631 2630.55 147 0 316228 0 108.061 -nan 0
2632 2631.55 147 0 316228 0 108.061 -nan 0
2633 2632.55 147 0 316228 0 108.061 -nan 0
2634 2633.55 147 0 316228 0 108.061 -nan 0
2635 2634.55 147 0 316228 0 108.061 -nan 0
2636 2635.55 147 0 316228 0 108.061 -nan 0
2637 2636.55 147 0 316228 0 108.061 -nan 0
2638 2637.55 147 0 316228 0 108.061 -nan 0
2639 2638.55 147 0 316228 0 108.061 -nan 0
2640 2639.55 147 0 316228 0 108.061 -nan 0
2641 2640.55 147 0 316228 0 108.061 -nan 0
2642 2641.55 147 0 316228 0 108.061 -nan 0
2643 2642.55 147 0 316228 0 108.061 -nan 0
2644 2643.55 147 0 316228 0 108.061 -nan 0
2645 2644.55 147 0 316228 0 108.061 -nan 0
2646 2645.55 147 0 316228 0 108.061 -nan 0
2647 2646.55 147 0 316228 0 108.061 -nan 0
2648 2647.55 147 0 316228 0 108.061 -nan 0
2649 2648.55 147 0 316228 0 108.061 -nan 0
2650 2649.55 147 0 316228 0 108.061 -nan 0
2651 2650.55 147 0 316228 0 108.061 -nan 0
2652 2651.55 147 0 316228 0 108.061 -nan 0
2653 2652.55 147 0 316228 0 108.061 -nan 0
2654 2653.55 147 0 316228 0 108.061 -nan 0
2655 2654.55 147 0 316228 0 108.061 -nan 0
2656 2655.55 147 0 316228 0 108.061 -nan 0
2657 2656.55 147 0 316228 0 108.061 -nan 0
2658 2657.55 147 0 316228 0 108.061 -nan 0
2659 2658.55 147 0 316228 0 108.061 -nan 0
2660 2659.55 147 0 316228 0 108.061 -nan 0
2661 2660.55 147 0 316228 0 108.061 -nan 0
2662 2661.55 147 0 316228 0 108.061 -nan 0
2663 2662.55 147 0 316228 0 108.061 -nan 0
2664 2663.55 147 0 316228 0 108.061 -nan 0
2665 2664.55 147 0 316228 0 108.061 -nan 0
2666 2665.55 147 0 316228 0 108.061 -nan 0
2667 2666.55 147 0 316228 0 108.061 -nan 0
2668 2667.55 147 0 316228 0 108.061 -nan 0
2669 2668.55 147 0 316228 0 108.061 -nan 0
2670 2669.55 147 0 316228 0 108.061 -nan 0
2671 2670.55 147 0 316228 0 108.061 -nan 0
2672 2671.55 147 0 316228 0 108.061 -nan 0
2673 2672.55 147 0 316228 0 108.061 -nan 0
2674 2673.55 147 0 316228 0 108.061 -nan 0
2675 2674.55 147 0 316228 0 108.061 -nan 0
2676 2675.55 147 0 316228 0 108.061 -nan 0
2677 2676.55 147 0 316228 0 108.061 -nan 0
2678 2677.55 147 0 316228 0 108.061 -nan 0
2679 2678.55 147 0 316228 0 108.061 -nan 0
2680 2679.55 147 0 316228 0 108.061 -nan 0
2681 2680.55 147 0 316228 0 108.061 -nan 0
2682 2681.55 147 0 316228 0 108.061 -nan 0
2683 2682.55 147 0 316228 0 108.061 -nan 0
2684 2683.55 147 0 316228 0 108.061 -nan 0
2685 2684.55 147 0 316228 0 108.061 -nan 0
2686 2685.55 147 0 316228 0 108.061 -nan 0
2687 2686.55 147 0 316228 0 108.061 -nan 0
2688 2687.55 147 0 316228 0 108.061 -nan 0
2689 2688.55 147 0 316228 0 108.061 -nan 0
2690 2689.55 147 0 316228 0 108.061 -nan 0
2691 2690.55 147 0 316228 0 108.061 -nan 0
2692 2691.55 147 0 316228 0 108.061 -nan 0
2693 2692.55 147 0 316228 0 108.061 -nan 0
2694 2693.55 147 0 316228 0 108.061 -nan 0
2695 2694.55 147 0 316228 0 108.061 -nan 0
2696 2695.55 147 0 316228 0 108.061 -nan 0
2697 2696.55 147 0 316228 0 108.061 -nan 0
2698 2697.55 147 0 316228 0 108.061 -nan 0
2699 2698.55 147 0 316228 0 108.061 -nan 0
2700 2699.55 147 0 316228 0 108.061 -nan 0
2701 2700.55 147 0 316228 0 108.061 -nan 0
2702 2701.55 147 0 316228 0 108.061 -nan 0
2703 2702.55 147 0 316228 0 108.061 -nan 0
2704 2703.55 147 0 316228 0 108.061 -nan 0
2705 2704.55 147 0 316228 0 108.061 -nan 0
2706 2705.55 147 0 316228 0 108.061 -nan 0
2707 2706.55 147 0 316228 0 108.061 -nan 0
2708 2707.55 147 0 316228 0 108.061 -nan 0
2709 2708.55 147 0 316228 0 108.061 -nan 0
2710 2709.55 147 0 316228 0 108.061 -nan 0
2711 2710.55 147 0 316228 0 108.061 -nan 0
2712 2711.55 147 0 316228 0 108.061 -nan 0
2713 2712.55 147 0 316228 0 108.061 -nan 0
2714 2713.55 147 0 316228 0 108.061 -nan 0
2715 2714.55 147 0 316228 0 108.061 -nan 0
2716 2715.55 147 0 316228 0 108.061 -nan 0
2717 2716.55 147 0 316228 0 108.061 -nan 0
2718 2717.55 147 0 316228 0 108.061 -nan 0
2719 2718.55 147 0 316228 0 108.061 -nan 0
2720 2719.55 147 0 316228 0 108.061 -nan 0
2721 2720.55 147 0 316228 0 108.061 -nan 0
2722 2721.55 147 0 316228 0 108.061 -nan 0
2723 2722.55 147 0 316228 0 108.061 -nan 0
2724 2723.55 147 0 316228 0 108.061 -nan 0
2725 2724.55 147 0 316228 0 108.061 -nan 0
2726 2725.55 147 0 316228 0 108.061 -nan 0
2727 2726.55 147 0 316228 0 108.061 -nan 0
2728 2727.55 147 0 316228 0 108.061 -nan 0
2729 2728.55 147 0 316228 0 108.061 -nan 0
2730 2729.55 147 0 316228 0 108.061 -nan 0
2731 2730.55 147 0 316228 0 108.061 -nan 0
2732 2731.55 147 0 316228 0 108.061 -nan 0
2733 2732.55 147 0 316228 0 108.061 -nan 0
2734 2733.55 147 0 316228 0 108.061 -nan 0
2735 2734.55 147 0 316228 0 108.061 -nan 0
2736 2735.55 147 0 316228 0 108.061 -nan 0
2737 2736.55 147 0 316228 0 108.061 -nan 0
2738 2737.55 147 0 316228 0 108.061 -nan 0
2739 2738.55 147 0 316228 0 108.061 -nan 0
2740 2739.55 147 0 316228 0 108.061 -nan 0
2741 2740.55 147 0 316228 0 108.061 -nan 0
2742 2741.55 147 0 316228 0 108.061 -nan 0
2743 2742.55 147 0 316228 0 108.061 -nan 0
2744 2743.55 147 0 316228 0 108.061 -nan 0
2745 2744.55 147 0 316228 0 108.061 -nan 0
2746 2745.55 147 0 316228 0 108.061 -nan 0
2747 2746.55 147 0 316228 0 108.061 -nan 0
2748 2747.55 147 0 316228 0 108.061 -nan 0
2749 2748.55 147 0 316228 0 108.061 -nan 0
2750 2749.55 147 0 316228 0 108.061 -nan 0
2751 2750.55 147 0 316228 0 108.061 -nan 0
2752 2751.55 147 0 316228 0 108.061 -nan 0
2753 2752.55 147 0 316228 0 108.061 -nan 0
2754 2753.55 147 0 316228 0 108.061 -nan 0
2755 2754.55 147 0 316228 0 108.061 -nan 0
2756 2755.55 147 0 316228 0 108.061 -nan 0
2757 2756.55 147 0 316228 0 108.061 -nan 0
2758 2757.55 147 0 316228 0 108.061 -nan 0
2759 2758.55 147 0 316228 0 108.061 -nan 0
2760 2759.55 147 0 316228 0 108.061 -nan 0
2761 2760.55 147 0 316228 0 108.061 -nan 0
2762 2761.55 147 0 316228 0 108.061 -nan 0
2763 2762.55 147 0 316228 0 108.061 -nan 0
2764 2763.55 147 0 316228 0 108.061 -nan 0
2765 2764.55 147 0 316228 0 108.061 -nan 0
2766 2765.55 147 0 316228 0 108.061 -nan 0
2767 2766.55 147 0 316228 0 108.061 -nan 0
2768 2767.55 147 0 316228 0 108.061 -nan 0
2769 2768.55 147 0 316228 0 108.061 -nan 0
2770 2769.55 147 0 316228 0 108.061 -nan 0
2771 2770.55 147 0 316228 0 108.061 -nan 0
2772 2771.55 147 0 316228 0 108.061 -nan 0
2773 2772.55 147 0 316228 0 108.061 -nan 0
2774 2773.55 147 0 316228 0 108.061 -nan 0
2775 2774.55 147 0 316228 0 108.061 -nan 0
2776 2775.55 147 0 316228 0 108.061 -nan 0
2777 2776.55 147 0 316228 0 108.061 -nan 0
2778 2777.55 147 0 316228 0 108.061 -nan 0
2779 2778.55 147 0 316228 0 108.061 -nan 0
2780 2779.55 147 0 316228 0 108.061 -nan 0
2781 2780.55 147 0 316228 0 108.061 -nan 0
2782 2781.55 147 0 316228 0 108.061 -nan 0
2783 2782.55 147 0 316228 0 108.061 -nan 0
2784 2783.55 147 0 316228 0 108.061 -nan 0
2785 2784.55 147 0 316228 0 108.061 -nan 0
2786 2785.55 147 0 316228 0 108.061 -nan 0
2787 2786.55 147 0 316228 0 108.061 -nan 0
2788 2787.55 147 0 316228 0 108.061 -nan 0
2789 2788.55 147 0 316228 0 108.061 -nan 0
2790 2789.55 147 0 316228 0 108.061 -nan 0
2791 2790.55 147 0 316228 0 108.061 -nan 0
2792 2791.55 147 0 316228 0 108.061 -nan 0
2793 2792.55 147 0 316228 0 108.061 -nan 0
2794 2793.55 147 0 316228 0 108.061 -nan 0
2795 2794.55 147 0 316228 0 108.061 -nan 0
2796 2795.55 147 0 316228 0 108.061 -nan 0
2797 2796.55 147 0 316228 0 108.061 -nan 0
2798 2797.55 147 0 316228 0 108.061 -nan 0
2799 2798.55 147 0 316228 0 108.061 -nan 0
2800 2799.55 147 0 316228 0 108.061 -nan 0
2801 2800.55 147 0 316228 0 108.061 -nan 0
2802 2801.55 147 0 316228 0 108.061 -nan 0
2803 2802.55 147 0 316228 0 108.061 -nan 0
2804 2803.55 147 0 316228 0 108.061 -nan 0
2805 2804.55 147 0 316228 0 108.061 -nan 0
2806 2805.55 147 0 316228 0 108.061 -nan 0
2807 2806.55 147 0 316228 0 108.061 -nan 0
2808 2807.55 147 0 316228 0 108.061 -nan 0
2809 2808.55 147 0 316228 0 108.061 -nan 0
2810 2809.55 147 0 316228 0 108.061 -nan 0
2811 2810.55 147 0 316228 0 108.061 -nan 0
2812 2811.55 147 0 316228 0 108.061 -nan 0
2813 2812.55 147 0 316228 0 108.061 -nan 0
2814 2813.55 147 0 316228 0 108.061 -nan 0
2815 2814.55 147 0 316228 0 108.061 -nan 0
2816 2815.55 147 0 316228 0 108.061 -nan 0
2817 2816.55 147 0 316228 0 108.061 -nan 0
2818 2817.55 147 0 316228 0 108.061 -nan 0
2819 2818.55 147 0 316228 0 108.061 -nan 0
2820 2819.55 147 0 316228 0 108.061 -nan 0
2821 2820.55 147 0 316228 0 108.061 -nan 0
2822 2821.55 147 0 316228 0 108.061 -nan 0
2823 2822.55 147 0 316228 0 108.061 -nan 0
2824 2823.55 147 0 316228 0 108.061 -nan 0
2825 2824.55 147 0 316228 0 108.061 -nan 0
2826 2825.55 147 0 316228 0 108.061 -nan 0
2827 2826.55 147 0 316228 0 108.061 -nan 0
2828 2827.55 147 0 316228 0 108.061 -nan 0
2829 2828.55 147 0 316228 0 108.061 -nan 0
2830 2829.55 147 0 316228 0 108.061 -nan 0
2831 2830.55 147 0 316228 0 108.061 -nan 0
2832 2831.55 147 0 316228 0 108.061 -nan 0
2833 2832.55 147 0 316228 0 108.061 -nan 0
2834 2833.55 147 0 316228 0 108.061 -nan 0
2835 2834.55 147 0 316228 0 108.061 -nan 0
2836 2835.55 147 0 316228 0 108.061 -nan 0
2837 2836.55 147 0 316228 0 108.061 -nan 0
2838 2837.55 147 0 316228 0 108.061 -nan 0
2839 2838.55 147 0 316228 0 108.061 -nan 0
2840 2839.55 147 0 316228 0 108.061 -nan 0
2841 2840.55 147 0 316228 0 108.061 -nan 0
2842 2841.55 147 0 316228 0 108.061 -nan 0
2843 2842.55 147 0 316228 0 108.061 -nan 0
2844 2843.55 147 0 316228 0 108.061 -nan 0
2845 2844.55 147 0 316228 0 108.061 -nan 0
2846 2845.55 147 0 316228 0 108.061 -nan 0
2847 2846.55 147 0 316228 0 108.061 -nan 0
2848 2847.55 147 0 316228 0 108.061 -nan 0
2849 2848.55 147 0 316228 0 108.061 -nan 0
2850 2849.55 147 0 316228 0 108.061 -nan 0
2851 2850.55 147 0 316228 0 108.061 -nan 0
2852 2851.55 147 0 316228 0 108.061 -nan 0
2853 2852.55 147 0 316228 0 108.061 -nan 0
2854 2853.55 147 0 316228 0 108.061 -nan 0
2855 2854.55 147 0 316228 0 108.061 -nan 0
2856 2855.55 147 0 316228 0 108.061 -nan 0
2857 2856.55 147 0 316228 0 108.061 -nan 0
2858 2857.55 147 0 316228 0 108.061 -nan 0
2859 2858.55 147 0 316228 0 108.061 -nan 0
2860 2859.55 147 0 316228 0 108.061 -nan 0
2861 2860.55 147 0 316228 0 108.061 -nan 0
2862 2861.55 147 0 316228 0 108.061 -nan 0
2863 2862.55 147 0 316228 0 108.061 -nan 0
2864 2863.55 147 0 316228 0 108.061 -nan 0
2865 2864.55 147 0 316228 0 108.061 -nan 0
2866 2865.55 147 0 316228 0 108.061 -nan 0
2867 2866.55 147 0 316228 0 108.061 -nan 0
2868 2867.55 147 0 316228 0 108.061 -nan 0
2869 2868.55 147 0 316228 0 108.061 -nan 0
2870 2869.55 147 0 316228 0 108.061 -nan 0
2871 2870.55 147 0 316228 0 108.061 -nan 0
2872 2871.55 147 0 316228 0 108.061 -nan 0
2873 2872.55 147 0 316228 0 108.061 -nan 0
2874 2873.55 147 0 316228 0 108.061 -nan 0
2875 2874.55 147 0 316228 0 108.061 -nan 0
2876 2875.55 147 0 316228 0 108.061 -nan 0
2877 2876.55 147 0 316228 0 108.061 -nan 0
2878 2877.55 147 0 316228 0 108.061 -nan 0
2879 2878.55 147 0 316228 0 108.061 -nan 0
2880 2879.55 147 0 316228 0 108.061 -nan 0
2881 2880.55 147 0 316228 0 108.061 -nan 0
2882 2881.55 147 0 316228 0 108.061 -nan 0
2883 2882.55 147 0 316228 0 108.061 -nan 0
2884 2883.55 147 0 316228 0 108.061 -nan 0
2885 2884.55 147 0 316228 0 108.061 -nan 0
2886 2885.55 147 0 316228 0 108.061 -nan 0
2887 2886.55 147 0 316228 0 108.061 -nan 0
2888 2887.55 147 0 316228 0 108.061 -nan 0
2889 2888.55 147 0 316228 0 108.061 -nan 0
2890 2889.55 147 0 316228 0 108.061 -nan 0
2891 2890.55 147 0 316228 0 108.061 -nan 0
2892 2891.55 147 0 316228 0 108.061 -nan 0
2893 2892.55 147 0 316228 0 108.061 -nan 0
2894 2893.55 147 0 316228 0 108.061 -nan 0
2895 2894.55 147 0 316228 0 108.061 -nan 0
2896 2895.55 147 0 316228 0 108.061 -nan 0
2897 2896.55 147 0 316228 0 108.061 -nan 0
2898 2897.55 147 0 316228 0 108.061 -nan 0
2899 2898.55 147 0 316228 0 108.061 -nan 0
2900 2899.55 147 0 316228 0 108.061 -nan 0
2901 2900.55 147 0 316228 0 108.061 -nan 0
2902 2901.55 147 0 316228 0 108.061 -nan 0
2903 2902.55 147 0 316228 0 108.061 -nan 0
2904 2903.55 147 0 316228 0 108.061 -nan 0
2905 2904.55 147 0 316228 0 108.061 -nan 0
2906 2905.55 147 0 316228 0 108.061 -nan 0
2907 2906.55 147 0 316228 0 108.061 -nan 0
2908 2907.55 147 0 316228 0 108.061 -nan 0
2909 2908.55 147 0 316228 0 108.061 -nan 0
2910 2909.55 147 0 316228 0 108.061 -nan 0
2911 2910.55 147 0 316228 0 108.061 -nan 0
2912 2911.55 147 0 316228 0 108.061 -nan 0
2913 2912.55 147 0 316228 0 108.061 -nan 0
2914 2913.55 147 0 316228 0 108.061 -nan 0
2915 2914.55 147 0 316228 0 108.061 -nan 0
2916 2915.55 147 0 316228 0 108.061 -nan 0
2917 2916.55 147 0 316228 0 108.061 -nan 0
2918 2917.55 147 0 316228 0 108.061 -nan 0
2919 2918.55 147 0 316228 0 108.061 -nan 0
2920 2919.55 147 0 316228 0 108.061 -nan 0
2921 2920.55 147 0 316228 0 108.061 -nan 0
2922 2921.55 147 0 316228 0 108.061 -nan 0
2923 2922.55 147 0 316228 0 108.061 -nan 0
2924 2923.55 147 0 316228 0 108.061 -nan 0
2925 2924.55 147 0 316228 0 108.061 -nan 0
2926 2925.55 147 0 316228 0 108.061 -nan 0
2927 2926.55 147 0 316228 0 108.061 -nan 0
2928 2927.55 147 0 316228 0 108.061 -nan 0
2929 2928.55 147 0 316228 0 108.061 -nan 0
2930 2929.55 147 0 316228 0 108.061 -nan 0
2931 2930.55 147 0 316228 0 108.061 -nan 0
2932 2931.55 147 0 316228 0 108.061 -nan 0
2933 2932.55 147 0 316228 0 108.061 -nan 0
2934 2933.55 147 0 316228 0 108.061 -nan 0
2935 2934.55 147 0 316228 0 108.061 -nan 0
2936 2935.55 147 0 316228 0 108.061 -nan 0
2937 2936.55 147 0 316228 0 108.061 -nan 0
2938 2937.55 147 0 316228 0 108.061 -nan 0
2939 2938.55 147 0 316228 0 108.061 -nan 0
2940 2939.55 147 0 316228 0 108.061 -nan 0
2941 2940.55 147 0 316228 0 108.061 -nan 0
2942 2941.55 147 0 316228 0 108.061 -nan 0
2943 2942.55 147 0 316228 0 108.061 -nan 0
2944 2943.55 147 0 316228 0 108.061 -nan 0
2945 2944.55 147 0 316228 0 108.061 -nan 0
2946 2945.55 147 0 316228 0 108.061 -nan 0
2947 2946.55 147 0 316228 0 108.061 -nan 0
2948 2947.55 147 0 316228 0 108.061 -nan 0
2949 2948.55 147 0 316228 0 108.061 -nan 0
2950 2949.55 147 0 316228 0 108.061 -nan 0
2951 2950.55 147 0 316228 0 108.061 -nan 0
2952 2951.55 147 0 316228 0 108.061 -nan 0
2953 2952.55 147 0 316228 0 108.061 -nan 0
2954 2953.55 147 0 316228 0 108.061 -nan 0
2955 2954.55 147 0 316228 0 108.061 -nan 0
2956 2955.55 147 0 316228 0 108.061 -nan 0
2957 2956.55 147 0 316228 0 108.061 -nan 0
2958 2957.55 147 0 316228 0 108.061 -nan 0
2959 2958.55 147 0 316228 0 108.061 -nan 0
2960 2959.55 147 0 316228 0 108.061 -nan 0
2961 2960.55 147 0 316228 0 108.061 -nan 0
2962 2961.55 147 0 316228 0 108.061 -nan 0
2963 2962.55 147 0 316228 0 108.061 -nan 0
2964 2963.55 147 0 316228 0 108.061 -nan 0
2965 2964.55 147 0 316228 0 108.061 -nan 0
2966 2965.55 147 0 316228 0 108.061 -nan 0
2967 2966.55 147 0 316228 0 108.061 -nan 0
2968 2967.55 147 0 316228 0 108.061 -nan 0
2969 2968.55 147 0 316228 0 108.061 -nan 0
2970 2969.55 147 0 316228 0 108.061 -nan 0
2971 2970.55 147 0 316228 0 108.061 -nan 0
2972 2971.55 147 0 316228 0 108.061 -nan 0
2973 2972.55 147 0 316228 0 108.061 -nan 0
2974 2973.55 147 0 316228 0 108.061 -nan 0
2975 2974.55 147 0 316228 0 108.061 -nan 0
2976 2975.55 147 0 316228 0 108.061 -nan 0
2977 2976.55 147 0 316228 0 108.061 -nan 0
2978 2977.55 147 0 316228 0 108.061 -nan 0
2979 2978.55 147 0 316228 0 108.061 -nan 0
2980 2979.55 147 0 316228 0 108.061 -nan 0
2981 2980.55 147 0 316228 0 108.061 -nan 0
2982 2981.55 147 0 316228 0 108.061 -nan 0
2983 2982.55 147 0 316228 0 108.061 -nan 0
2984 2983.55 147 0 316228 0 108.061 -nan 0
2985 2984.55 147 0 316228 0 108.061 -nan 0
2986 2985.55 147 0 316228 0 108.061 -nan 0
2987 2986.55 147 0 316228 0 108.061 -nan 0
2988 2987.55 147 0 316228 0 108.061 -nan 0
2989 2988.55 147 0 316228 0 108.061 -nan 0
2990 2989.55 147 0 316228 0 108.061 -nan 0
2991 2990.55 147 0 316228 0 108.061 -nan 0
2992 2991.55 147 0 316228 0 108.061 -nan 0
2993 2992.55 147 0 316228 0 108.061 -nan 0
2994 2993.55 147 0 316228 0 108.061 -nan 0
2995 2994.55 147 0 316228 0 108.061 -nan 0
2996 2995.55 147 0 316228 0 108.061 -nan 0
2997 2996.55 147 0 316228 0 108.061 -nan 0
2998 2997.55 147 0 316228 0 108.061 -nan 0
2999 2998.55 147 0 316228 0 108.061 -nan 0
3000 2999.55 147 0 316228 0 108.061 -nan 0
3001 3000.55 147 0 316228 0 108.061 -nan 0
3002 3001.55 147 0 316228 0 108.061 -nan 0
3003 3002.55 147 0 316228 0 108.061 -nan 0
3004 3003.55 147 0 316228 0 108.061 -nan 0
3005 3004.55 147 0 316228 0 108.061 -nan 0
3006 3005.55 147 0 316228 0 108.061 -nan 0
3007 3006.55 147 0 316228 0 108.061 -nan 0
3008 3007.55 147 0 316228 0 108.061 -nan 0
3009 3008.55 147 0 316228 0 108.061 -nan 0
3010 3009.55 147 0 316228 0 108.061 -nan 0
3011 3010.55 147 0 316228 0 108.061 -nan 0
3012 3011.55 147 0 316228 0 108.061 -nan 0
3013 3012.55 147 0 316228 0 108.061 -nan 0
3014 3013.55 147 0 316228 0 108.061 -nan 0
3015 3014.55 147 0 316228 0 108.061 -nan 0
3016 3015.55 147 0 316228 0 108.061 -nan 0
3017 3016.55 147 0 316228 0 108.061 -nan 0
3018 3017.55 147 0 316228 0 108.061 -nan 0
3019 3018.55 147 0 316228 0 108.061 -nan 0
3020 3019.55 147 0 316228 0 108.061 -nan 0
3021 3020.55 147 0 316228 0 108.061 -nan 0
3022 3021.55 147 0 316228 0 108.061 -nan 0
3023 3022.55 147 0 316228 0 108.061 -nan 0
3024 3023.55 147 0 316228 0 108.061 -nan 0
3025 3024.55 147 0 316228 0 108.061 -nan 0
